0,equal_weight_10bp,slot_gate_top3_core050,slot_gate_top3_core075,eligible_backfill_top3_core050,eligible_backfill_top3_core075,slot_gate_top5_core050,slot_gate_top5_core075,eligible_backfill_top5_core050,eligible_backfill_top5_core075
2009-05-01,0.999,0.9995,0.99925,0.9995,0.99925,0.9995,0.99925,0.9995,0.99925
2009-05-07,1.0419405768988268,1.0209810343395282,1.031463492091706,1.0209810343395282,1.031463492091706,1.0209810343395282,1.031463492091706,1.0209810343395282,1.031463492091706
2009-05-08,1.0545686264466267,1.0272982192859879,1.0409368993819756,1.0272982192859879,1.0409368993819756,1.0272982192859879,1.0409368993819756,1.0272982192859879,1.0409368993819756
2009-05-11,1.065848529992094,1.0329409938574066,1.04939894414009,1.0329409938574066,1.04939894414009,1.0329409938574066,1.04939894414009,1.0329409938574066,1.04939894414009
2009-05-12,1.0483696059506677,1.024197157731578,1.0362864705301837,1.024197157731578,1.0362864705301837,1.024197157731578,1.0362864705301837,1.024197157731578,1.0362864705301837
2009-05-13,1.0541234647156534,1.0270755270186667,1.0406029445323701,1.0270755270186667,1.0406029445323701,1.0270755270186667,1.0406029445323701,1.0270755270186667,1.0406029445323701
2009-05-14,1.0257715969331975,1.0128924980654312,1.0193337223990224,1.0128924980654312,1.0193337223990224,1.0128924980654312,1.0193337223990224,1.0128924980654312,1.0193337223990224
2009-05-15,1.0460110383409276,1.0230172836945735,1.0345171021487778,1.0230172836945735,1.0345171021487778,1.0230172836945735,1.0345171021487778,1.0230172836945735,1.0345171021487778
2009-05-18,1.0203363039566902,1.0101734913937501,1.015256232529071,1.0101734913937501,1.015256232529071,1.0101734913937501,1.015256232529071,1.0101734913937501,1.015256232529071
2009-05-19,1.0447811827745725,1.022402048139733,1.033594479645264,1.022402048139733,1.033594479645264,1.022402048139733,1.033594479645264,1.022402048139733,1.033594479645264
2009-05-20,1.054231967776226,1.0271298057018712,1.040684342192488,1.0271298057018712,1.040684342192488,1.0271298057018712,1.040684342192488,1.0271298057018712,1.040684342192488
2009-05-21,1.0488422602269671,1.0244336031515786,1.0366410499487966,1.0244336031515786,1.0366410499487966,1.0244336031515786,1.0366410499487966,1.0244336031515786,1.0366410499487966
2009-05-22,1.0432347549916445,1.0216284472543289,1.0324343685626134,1.0216284472543289,1.0324343685626134,1.0216284472543289,1.0324343685626134,1.0216284472543289,1.0324343685626134
2009-05-25,1.053760112848675,1.0268937601562818,1.0403303624354645,1.0268937601562818,1.0403303624354645,1.0268937601562818,1.0403303624354645,1.0268937601562818,1.0403303624354645
2009-05-26,1.05685163137922,1.0284402930748402,1.0426495815733376,1.0284402930748402,1.0426495815733376,1.0284402930748402,1.0426495815733376,1.0284402930748402,1.0426495815733376
2009-05-27,1.0660519281693268,1.0330427438464678,1.0495515309483483,1.0330427438464678,1.0495515309483483,1.0330427438464678,1.0495515309483483,1.0330427438464678,1.0495515309483483
2009-05-28,1.0667060174773442,1.0333699521864894,1.050042220693871,1.0333699521864894,1.050042220693871,1.0333699521864894,1.050042220693871,1.0333699521864894,1.050042220693871
2009-05-29,1.073459883181213,1.0367485751950063,1.0551088875892096,1.0367485751950063,1.0551088875892096,1.0367485751950063,1.0551088875892096,1.0367485751950063,1.0551088875892096
2009-06-01,1.0910329805466117,1.0455305065172849,1.0682877623077451,1.0455305065172849,1.0682877623077451,1.0455305065172849,1.0682877623077451,1.0455305065172849,1.0682877623077451
2009-06-02,1.0893584646340737,1.0447281671281814,1.0670580573705093,1.0447281671281814,1.0670580573705093,1.0447281671281814,1.0670580573705093,1.0447281671281814,1.0670580573705093
2009-06-03,1.0925479253835022,1.046256387893422,1.069400283921673,1.046256387893422,1.069400283921673,1.046256387893422,1.069400283921673,1.046256387893422,1.069400283921673
2009-06-04,1.087643128406254,1.0439062688047132,1.0657983754453775,1.0439062688047132,1.0657983754453775,1.0439062688047132,1.0657983754453775,1.0439062688047132,1.0657983754453775
2009-06-05,1.094370531202029,1.0471296841267177,1.0707387408195117,1.0471296841267177,1.0707387408195117,1.0471296841267177,1.0707387408195117,1.0471296841267177,1.0707387408195117
2009-06-08,1.1040309583761936,1.0517584494787593,1.0778330149932778,1.0517584494787593,1.0778330149932778,1.0517584494787593,1.0778330149932778,1.0517584494787593,1.0778330149932778
2009-06-09,1.0947442700820103,1.0473087600151,1.071013201362113,1.0473087600151,1.071013201362113,1.0473087600151,1.071013201362113,1.0473087600151,1.071013201362113
2009-06-10,1.1189969857979394,1.058929377631165,1.0888235333117546,1.058929377631165,1.0888235333117546,1.058929377631165,1.0888235333117546,1.058929377631165,1.0888235333117546
2009-06-11,1.122171335068371,1.0604503577755575,1.0911546625301358,1.0604503577755575,1.0911546625301358,1.0604503577755575,1.0911546625301358,1.0604503577755575,1.0911546625301358
2009-06-12,1.1355600723916988,1.0668655320025882,1.1009868750917338,1.0668655320025882,1.1009868750917338,1.0668655320025882,1.1009868750917338,1.0668655320025882,1.1009868750917338
2009-06-15,1.1362176913186135,1.0671806281830023,1.1014698070454951,1.0671806281830023,1.1014698070454951,1.0671806281830023,1.1014698070454951,1.0671806281830023,1.1014698070454951
2009-06-16,1.0965672710655907,1.048182245590573,1.0723519484551147,1.048182245590573,1.0723519484551147,1.048182245590573,1.0723519484551147,1.048182245590573,1.0723519484551147
2009-06-17,1.1064642990462419,1.0529243775252288,1.0796199738471952,1.0529243775252288,1.0796199738471952,1.0529243775252288,1.0796199738471952,1.0529243775252288,1.0796199738471952
2009-06-18,1.093131328605735,1.04653592383657,1.0698287145011658,1.04653592383657,1.0698287145011658,1.04653592383657,1.0698287145011658,1.04653592383657,1.0698287145011658
