0,monthly_current_top3_none_10bp,monthly_current_top3_ma200_10bp,monthly_current_top3_ma200_r6_10bp,monthly_current_top3_ma200_r12_10bp,monthly_medium_3_6_12_top3_none_10bp,monthly_medium_3_6_12_top3_ma200_10bp,monthly_medium_3_6_12_top3_ma200_r6_10bp,monthly_medium_3_6_12_top3_ma200_r12_10bp,monthly_classic_6_12minus1_top3_none_10bp,monthly_classic_6_12minus1_top3_ma200_10bp,monthly_classic_6_12minus1_top3_ma200_r6_10bp,monthly_classic_6_12minus1_top3_ma200_r12_10bp,monthly_long_6_12_top3_none_10bp,monthly_long_6_12_top3_ma200_10bp,monthly_long_6_12_top3_ma200_r6_10bp,monthly_long_6_12_top3_ma200_r12_10bp
2009-08-21,1.0634068693781833,0.9862506621856401,0.9862506621856401,0.999,1.095779290932957,1.0124497229136113,1.0124497229136113,0.999,1.0378939036201056,0.9514100806941783,0.9514100806941783,0.999,1.094309775802447,1.0104264149434747,1.0104264149434747,0.999
2009-08-24,1.0898981257314646,1.0108198274533338,1.0108198274533338,0.999,1.119058398093047,1.033958548448946,1.033958548448946,0.999,1.0641817634236366,0.975507471313508,0.975507471313508,0.999,1.1220265413288562,1.0360185759969043,1.0360185759969043,0.999
2009-08-25,1.0814183777447763,1.0029553333374277,1.0029553333374277,0.999,1.1104151329507397,1.025972568543314,1.025972568543314,0.999,1.0589897671320916,0.9707481046831873,0.9707481046831873,0.999,1.1165523283308314,1.0309639840188922,1.0309639840188922,0.999
2009-08-26,1.0946793328933497,1.0152541308843555,1.0152541308843555,0.999,1.1239066973411962,1.0384381542153696,1.0384381542153696,0.999,1.0707322394985848,0.9815121206801862,0.9815121206801862,0.999,1.1289330757828822,1.0423956960796958,1.0423956960796958,0.999
2009-08-27,1.0787411674533416,1.0004723698558378,1.0004723698558378,0.999,1.110311226695579,1.0258765639371705,1.0258765639371705,0.999,1.0561437269233582,0.9681392143763791,0.9681392143763791,0.999,1.1135515884557048,1.028193263240145,1.028193263240145,0.999
2009-08-28,1.0843941625163729,1.0057152080251142,1.0057152080251142,0.999,1.113623595593544,1.0289370406231984,1.0289370406231984,0.999,1.059035378087008,0.9707899150475667,0.9707899150475667,0.999,1.1166004185196983,1.0310083878963,1.0310083878963,0.999
2009-08-31,1.073369507304932,0.9954904541554973,0.9954904541554973,0.999,1.1035809228899076,1.0196580724219908,1.0196580724219908,0.999,1.050323941851823,0.9628043702605985,0.9628043702605985,0.999,1.1074154625235293,1.0225274966862976,1.0225274966862976,0.999
2009-09-01,1.0787314590463053,1.0004633658488635,1.0004633658488635,0.999,1.1081468363756375,1.0238767667172068,1.0238767667172068,0.999,1.0588335961340802,0.9706049468312121,0.9706049468312121,0.999,1.1156493915103107,1.0301302610323548,1.0301302610323548,0.999
2009-09-02,1.0619008157488314,0.9848538812995958,0.9848538812995958,0.999,1.0886255411371601,1.0058399867573633,1.0058399867573633,0.999,1.0371530018867072,0.9507309155352918,0.9507309155352918,0.999,1.0944604963715627,1.010565582158899,1.010565582158899,0.999
2009-09-03,1.0520275020145973,0.9756969325448365,0.9756969325448365,0.999,1.0763164148414612,0.9944669195617071,0.9944669195617071,0.999,1.0252266507376662,0.9397983426879909,0.9397983426879909,0.999,1.0847462399500514,1.0015959635857379,1.0015959635857379,0.999
